#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P04545	uniprotkb:P03420	intact:EBI-10042927|uniprotkb:Q77YA8	intact:EBI-10042897|uniprotkb:P88811	psi-mi:m21_hrsva(display_long)|uniprotkb:M2-1(gene name)|psi-mi:M2-1(display_short)|uniprotkb:Envelope-associated 22 kDa protein(gene name synonym)	psi-mi:fus_hrsva(display_long)|uniprotkb:F(gene name)|psi-mi:F(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Kiss et al. (2014)	imex:IM-23567|pubmed:24760890	taxid:11259(hrsva)|taxid:11259(human respiratory sy)	taxid:11259(hrsva)|taxid:11259(human respiratory sy)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10042923|imex:IM-23567-2	intact-miscore:0.46
uniprotkb:P00533	uniprotkb:P07992	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	intact:EBI-750962|uniprotkb:B2RC01|uniprotkb:B3KRR0|uniprotkb:Q7Z7F5|uniprotkb:Q96S40	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:ercc1_human(display_long)|uniprotkb:ERCC1(gene name)|psi-mi:ERCC1(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Liccardi et al. (2014)	pubmed:24780295|imex:IM-23589	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10044802|imex:IM-23589-23	intact-miscore:0.60
uniprotkb:P07992	uniprotkb:P00533	intact:EBI-750962|uniprotkb:B2RC01|uniprotkb:B3KRR0|uniprotkb:Q7Z7F5|uniprotkb:Q96S40	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	psi-mi:ercc1_human(display_long)|uniprotkb:ERCC1(gene name)|psi-mi:ERCC1(display_short)	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liccardi et al. (2014)	pubmed:24780295|imex:IM-23589	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10044788|imex:IM-23589-22	intact-miscore:0.60
uniprotkb:P07992	uniprotkb:P00533	intact:EBI-750962|uniprotkb:B2RC01|uniprotkb:B3KRR0|uniprotkb:Q7Z7F5|uniprotkb:Q96S40	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	psi-mi:ercc1_human(display_long)|uniprotkb:ERCC1(gene name)|psi-mi:ERCC1(display_short)	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liccardi et al. (2014)	pubmed:24780295|imex:IM-23589	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10044773|imex:IM-23589-21	intact-miscore:0.60
uniprotkb:P07992	uniprotkb:P00533	intact:EBI-750962|uniprotkb:B2RC01|uniprotkb:B3KRR0|uniprotkb:Q7Z7F5|uniprotkb:Q96S40	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	psi-mi:ercc1_human(display_long)|uniprotkb:ERCC1(gene name)|psi-mi:ERCC1(display_short)	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Liccardi et al. (2014)	pubmed:24780295|imex:IM-23589	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10044816|imex:IM-23589-24	intact-miscore:0.60
uniprotkb:P10275	uniprotkb:P17535	intact:EBI-608057|uniprotkb:A2RUN2|uniprotkb:B1AKD7|uniprotkb:Q9UD95|intact:EBI-11476138|uniprotkb:A0A0B4J1T2|uniprotkb:C0JKD3|uniprotkb:C0JKD4|uniprotkb:E7EVX6|dip:DIP-125N	intact:EBI-2682803|uniprotkb:Q53EK9	psi-mi:andr_human(display_long)|uniprotkb:Dihydrotestosterone receptor(gene name synonym)|uniprotkb:Nuclear receptor subfamily 3 group C member 4(gene name synonym)|uniprotkb:AR(gene name)|psi-mi:AR(display_short)|uniprotkb:DHTR(gene name synonym)|uniprotkb:NR3C4(gene name synonym)	psi-mi:jund_human(display_long)|uniprotkb:JUND(gene name)|psi-mi:JUND(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Mehraein-Ghomi et al. (2014)	imex:IM-23537|pubmed:24647988	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9997632|imex:IM-23537-2	intact-miscore:0.51
uniprotkb:E9Q401	uniprotkb:G5E8J6	intact:EBI-643628|uniprotkb:O70181|uniprotkb:Q62174|uniprotkb:Q62197|uniprotkb:Q9ERN6	intact:EBI-10216723	psi-mi:ryr2_mouse(display_long)|uniprotkb:Ryr2(gene name)|psi-mi:Ryr2(display_short)|uniprotkb:Cardiac muscle ryanodine receptor(gene name synonym)|uniprotkb:Cardiac muscle ryanodine receptor-calcium release channel(gene name synonym)|uniprotkb:Type 2 ryanodine receptor(gene name synonym)	psi-mi:g5e8j6_mouse(display_long)|uniprotkb:Hrc(gene name)|psi-mi:Hrc(display_short)|uniprotkb:mCG_23168(orf name)	psi-mi:"MI:0813"(proximity ligation assay)	Zhang et al. (2014)	pubmed:24805197|imex:IM-23853	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10210525|imex:IM-23853-3	intact-miscore:0.40
uniprotkb:E9Q401	uniprotkb:P23327	intact:EBI-643628|uniprotkb:O70181|uniprotkb:Q62174|uniprotkb:Q62197|uniprotkb:Q9ERN6	intact:EBI-9639760|uniprotkb:Q504Y6	psi-mi:ryr2_mouse(display_long)|uniprotkb:Ryr2(gene name)|psi-mi:Ryr2(display_short)|uniprotkb:Cardiac muscle ryanodine receptor(gene name synonym)|uniprotkb:Cardiac muscle ryanodine receptor-calcium release channel(gene name synonym)|uniprotkb:Type 2 ryanodine receptor(gene name synonym)	psi-mi:srch_human(display_long)|uniprotkb:HRC(gene name)|psi-mi:HRC(display_short)|uniprotkb:HCP(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Zhang et al. (2014)	pubmed:24805197|imex:IM-23853	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10205233|imex:IM-23853-1	intact-miscore:0.56
uniprotkb:P21555	uniprotkb:O08726	intact:EBI-10634242	intact:EBI-10634192	psi-mi:npy1r_rat(display_long)|uniprotkb:Npy1r(gene name)|psi-mi:Npy1r(display_short)|uniprotkb:FC5(gene name synonym)	psi-mi:galr2_rat(display_long)|uniprotkb:Galr2(gene name)|psi-mi:Galr2(display_short)|uniprotkb:Galnr2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Narváez et al. (2014)	imex:IM-23838|pubmed:24841617	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	taxid:10116(rat)|taxid:10116("Rattus norvegicus (Rat)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10634174|imex:IM-23838-1	intact-miscore:0.46
uniprotkb:O43603	uniprotkb:P25929	intact:EBI-6624855|uniprotkb:A5JUU4|uniprotkb:Q32MN8	intact:EBI-372227|uniprotkb:B2R6H5	psi-mi:galr2_human(display_long)|uniprotkb:GALR2(gene name)|psi-mi:GALR2(display_short)|uniprotkb:GALNR2(gene name synonym)	psi-mi:npy1r_human(display_long)|uniprotkb:NPY1R(gene name)|psi-mi:NPY1R(display_short)|uniprotkb:NPYR(gene name synonym)|uniprotkb:NPYY1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Narváez et al. (2014)	imex:IM-23838|pubmed:24841617	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10634305|imex:IM-23838-3	intact-miscore:0.40
uniprotkb:O95136	uniprotkb:P21453	intact:EBI-10634606|uniprotkb:Q86UN8	intact:EBI-2681920|uniprotkb:Q9BYY4|uniprotkb:Q9NYN8|uniprotkb:D3DT66	psi-mi:s1pr2_human(display_long)|uniprotkb:S1PR2(gene name)|psi-mi:S1PR2(display_short)|uniprotkb:EDG5(gene name synonym)|uniprotkb:Endothelial differentiation G-protein coupled receptor 5(gene name synonym)|uniprotkb:Sphingosine 1-phosphate receptor Edg-5(gene name synonym)	psi-mi:s1pr1_human(display_long)|uniprotkb:S1PR1(gene name)|psi-mi:S1PR1(display_short)|uniprotkb:CHEDG1(gene name synonym)|uniprotkb:EDG1(gene name synonym)|uniprotkb:Endothelial differentiation G-protein coupled receptor 1(gene name synonym)|uniprotkb:Sphingosine 1-phosphate receptor Edg-1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Ni et al. (2014)	imex:IM-23840|pubmed:24851274	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10634824|imex:IM-23840-6	intact-miscore:0.40
uniprotkb:Q99500	uniprotkb:P16144	intact:EBI-10634734|uniprotkb:Q5SQD8|uniprotkb:Q7Z5I2	intact:EBI-948678|uniprotkb:O14690|uniprotkb:O14691|uniprotkb:O15339|uniprotkb:O15340|uniprotkb:O15341|uniprotkb:Q9UIQ4|uniprotkb:Q0VF97|uniprotkb:A0AVL6	psi-mi:s1pr3_human(display_long)|uniprotkb:S1PR3(gene name)|psi-mi:S1PR3(display_short)|uniprotkb:EDG3(gene name synonym)|uniprotkb:Endothelial differentiation G-protein coupled receptor 3(gene name synonym)|uniprotkb:Sphingosine 1-phosphate receptor Edg-3(gene name synonym)	psi-mi:itb4_human(display_long)|uniprotkb:GP150(gene name synonym)|uniprotkb:ITGB4(gene name)|psi-mi:ITGB4(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Ni et al. (2014)	imex:IM-23840|pubmed:24851274	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10634797|imex:IM-23840-5	intact-miscore:0.52
uniprotkb:P35030	uniprotkb:P07602	intact:EBI-1221209|uniprotkb:Q5VXV0|intact:EBI-2825937|uniprotkb:A8CED3|uniprotkb:F8W7P3|uniprotkb:Q6ISJ4|uniprotkb:P15951|uniprotkb:Q15665|uniprotkb:Q9UQV3|uniprotkb:A9Z1Y4|uniprotkb:E7ES07|uniprotkb:A8CED1	intact:EBI-716699|uniprotkb:Q53Y86|uniprotkb:P07292|uniprotkb:P15793|uniprotkb:P78538|uniprotkb:P78541|uniprotkb:P78546|uniprotkb:P78547|uniprotkb:P78558|uniprotkb:Q6IBQ6|uniprotkb:Q92739|uniprotkb:Q92740|uniprotkb:Q92741|uniprotkb:Q92742	psi-mi:try3_human(display_long)|uniprotkb:PRSS3(gene name)|psi-mi:PRSS3(display_short)|uniprotkb:PRSS4(gene name synonym)|uniprotkb:TRY3(gene name synonym)|uniprotkb:TRY4(gene name synonym)|uniprotkb:Trypsin III(gene name synonym)|uniprotkb:Brain trypsinogen(gene name synonym)|uniprotkb:Mesotrypsinogen(gene name synonym)|uniprotkb:Trypsin IV(gene name synonym)|uniprotkb:Serine protease 3(gene name synonym)|uniprotkb:Serine protease 4(gene name synonym)|uniprotkb:Mesotrypsin(gene name synonym)	psi-mi:sap_human(display_long)|uniprotkb:PSAP(gene name)|psi-mi:PSAP(display_short)|uniprotkb:GLBA(gene name synonym)|uniprotkb:SAP1(gene name synonym)|uniprotkb:Proactivator polypeptide(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Yamamoto-Tanaka et al. (2014)	imex:IM-23849|pubmed:24872419	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10635869|imex:IM-23849-5	intact-miscore:0.40
uniprotkb:P35030	uniprotkb:P31944	intact:EBI-1221209|uniprotkb:Q5VXV0|intact:EBI-2825937|uniprotkb:A8CED3|uniprotkb:F8W7P3|uniprotkb:Q6ISJ4|uniprotkb:P15951|uniprotkb:Q15665|uniprotkb:Q9UQV3|uniprotkb:A9Z1Y4|uniprotkb:E7ES07|uniprotkb:A8CED1	intact:EBI-2510738|uniprotkb:O95823|uniprotkb:Q3SYC9	psi-mi:try3_human(display_long)|uniprotkb:PRSS3(gene name)|psi-mi:PRSS3(display_short)|uniprotkb:PRSS4(gene name synonym)|uniprotkb:TRY3(gene name synonym)|uniprotkb:TRY4(gene name synonym)|uniprotkb:Trypsin III(gene name synonym)|uniprotkb:Brain trypsinogen(gene name synonym)|uniprotkb:Mesotrypsinogen(gene name synonym)|uniprotkb:Trypsin IV(gene name synonym)|uniprotkb:Serine protease 3(gene name synonym)|uniprotkb:Serine protease 4(gene name synonym)|uniprotkb:Mesotrypsin(gene name synonym)	psi-mi:caspe_human(display_long)|uniprotkb:CASP14(gene name)|psi-mi:CASP14(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Yamamoto-Tanaka et al. (2014)	imex:IM-23849|pubmed:24872419	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10635979|imex:IM-23849-6	intact-miscore:0.40
uniprotkb:P07602	uniprotkb:P31944	intact:EBI-716699|uniprotkb:Q53Y86|uniprotkb:P07292|uniprotkb:P15793|uniprotkb:P78538|uniprotkb:P78541|uniprotkb:P78546|uniprotkb:P78547|uniprotkb:P78558|uniprotkb:Q6IBQ6|uniprotkb:Q92739|uniprotkb:Q92740|uniprotkb:Q92741|uniprotkb:Q92742	intact:EBI-2510738|uniprotkb:O95823|uniprotkb:Q3SYC9	psi-mi:sap_human(display_long)|uniprotkb:PSAP(gene name)|psi-mi:PSAP(display_short)|uniprotkb:GLBA(gene name synonym)|uniprotkb:SAP1(gene name synonym)|uniprotkb:Proactivator polypeptide(gene name synonym)	psi-mi:caspe_human(display_long)|uniprotkb:CASP14(gene name)|psi-mi:CASP14(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Yamamoto-Tanaka et al. (2014)	imex:IM-23849|pubmed:24872419	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10635987|imex:IM-23849-7	intact-miscore:0.52
uniprotkb:Q9JKX8	uniprotkb:Q9Z2C6	intact:EBI-7947322|uniprotkb:Q27QV3|intact:UNK-5550075	intact:EBI-10636370|uniprotkb:Q8C448|uniprotkb:Q8K4M0	psi-mi:upk3a_mouse(display_long)|uniprotkb:Upk3a(gene name)|psi-mi:Upk3a(display_short)|uniprotkb:Upk3(gene name synonym)|uniprotkb:Uroplakin III(gene name synonym)	psi-mi:upk1b_mouse(display_long)|uniprotkb:Upk1b(gene name)|psi-mi:Upk1b(display_short)|uniprotkb:Uroplakin Ib(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Vieira et al. (2014)	imex:IM-23963|pubmed:24914955	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10636608|imex:IM-23963-9	intact-miscore:0.46
uniprotkb:Q9JKX8	uniprotkb:Q6P8Y7	intact:EBI-7947322|uniprotkb:Q27QV3|intact:UNK-5550075	intact:EBI-10636102|uniprotkb:Q8BH14|uniprotkb:Q9D690	psi-mi:upk3a_mouse(display_long)|uniprotkb:Upk3a(gene name)|psi-mi:Upk3a(display_short)|uniprotkb:Upk3(gene name synonym)|uniprotkb:Uroplakin III(gene name synonym)	psi-mi:snx31_mouse(display_long)|uniprotkb:Snx31(gene name)|psi-mi:Snx31(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Vieira et al. (2014)	imex:IM-23963|pubmed:24914955	taxid:10090(mouse)|taxid:10090(Mus musculus)	taxid:10090(mouse)|taxid:10090(Mus musculus)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10636611|imex:IM-23963-11	intact-miscore:0.57
uniprotkb:P40238	uniprotkb:O60674	intact:EBI-6511486|uniprotkb:Q5JUZ0	intact:EBI-518647|uniprotkb:O14636|uniprotkb:O75297	psi-mi:tpor_human(display_long)|uniprotkb:MPL(gene name)|psi-mi:MPL(display_short)|uniprotkb:TPOR(gene name synonym)|uniprotkb:Myeloproliferative leukemia protein(gene name synonym)|uniprotkb:Proto-oncogene c-Mpl(gene name synonym)	psi-mi:jak2_human(display_long)|uniprotkb:Janus kinase 2(gene name synonym)|uniprotkb:JAK2(gene name)|psi-mi:JAK2(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Cleyrat et al. (2014)	imex:IM-23848|pubmed:24931576	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10637350|imex:IM-23848-6	intact-miscore:0.56
uniprotkb:O60674	uniprotkb:P40238	intact:EBI-518647|uniprotkb:O14636|uniprotkb:O75297	intact:EBI-6511486|uniprotkb:Q5JUZ0	psi-mi:jak2_human(display_long)|uniprotkb:Janus kinase 2(gene name synonym)|uniprotkb:JAK2(gene name)|psi-mi:JAK2(display_short)	psi-mi:tpor_human(display_long)|uniprotkb:MPL(gene name)|psi-mi:MPL(display_short)|uniprotkb:TPOR(gene name synonym)|uniprotkb:Myeloproliferative leukemia protein(gene name synonym)|uniprotkb:Proto-oncogene c-Mpl(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Cleyrat et al. (2014)	imex:IM-23848|pubmed:24931576	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10637333|imex:IM-23848-5	intact-miscore:0.56
uniprotkb:Q14643	uniprotkb:P21796	intact:EBI-465548|uniprotkb:Q14660|uniprotkb:Q99897|uniprotkb:E7EPX7|uniprotkb:E9PDE9	intact:EBI-354158|uniprotkb:Q5FVE7|uniprotkb:Q9UIQ5|uniprotkb:Q9UPL0|uniprotkb:B3KVK4|refseq:NP_003365.1|uniprotkb:D3DQ93	psi-mi:itpr1_human(display_long)|uniprotkb:ITPR1(gene name)|psi-mi:ITPR1(display_short)|uniprotkb:INSP3R1(gene name synonym)|uniprotkb:Type 1 inositol 1,4,5-trisphosphate receptor(gene name synonym)|uniprotkb:IP3 receptor isoform 1(gene name synonym)	psi-mi:vdac1_human(display_long)|uniprotkb:VDAC1(gene name)|psi-mi:VDAC1(display_short)|uniprotkb:VDAC(gene name synonym)|uniprotkb:Outer mitochondrial membrane protein porin 1(gene name synonym)|uniprotkb:Plasmalemmal porin(gene name synonym)|uniprotkb:Porin 31HL(gene name synonym)|uniprotkb:Porin 31HM(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Tubbs et al. (2014)	pubmed:24947355|imex:IM-23850	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10637640|imex:IM-23850-2	intact-miscore:0.46
uniprotkb:P38646	uniprotkb:P21796	intact:EBI-354932|uniprotkb:P30036|uniprotkb:P31932|uniprotkb:Q6GU03|uniprotkb:Q9BWB7|uniprotkb:B2RCM1|uniprotkb:Q1HB43|uniprotkb:Q53H23|uniprotkb:Q9UC56	intact:EBI-354158|uniprotkb:Q5FVE7|uniprotkb:Q9UIQ5|uniprotkb:Q9UPL0|uniprotkb:B3KVK4|refseq:NP_003365.1|uniprotkb:D3DQ93	psi-mi:grp75_human(display_long)|uniprotkb:HSPA9(gene name)|psi-mi:HSPA9(display_short)|uniprotkb:GRP75(gene name synonym)|uniprotkb:HSPA9B(gene name synonym)|uniprotkb:75 kDa glucose-regulated protein(gene name synonym)|uniprotkb:Heat shock 70 kDa protein 9(gene name synonym)|uniprotkb:Peptide-binding protein 74(gene name synonym)|uniprotkb:Mortalin(gene name synonym)|uniprotkb:mt-HSP70(gene name synonym)	psi-mi:vdac1_human(display_long)|uniprotkb:VDAC1(gene name)|psi-mi:VDAC1(display_short)|uniprotkb:VDAC(gene name synonym)|uniprotkb:Outer mitochondrial membrane protein porin 1(gene name synonym)|uniprotkb:Plasmalemmal porin(gene name synonym)|uniprotkb:Porin 31HL(gene name synonym)|uniprotkb:Porin 31HM(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Tubbs et al. (2014)	pubmed:24947355|imex:IM-23850	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10637922|imex:IM-23850-11	intact-miscore:0.46
uniprotkb:P38646	uniprotkb:Q14643	intact:EBI-354932|uniprotkb:P30036|uniprotkb:P31932|uniprotkb:Q6GU03|uniprotkb:Q9BWB7|uniprotkb:B2RCM1|uniprotkb:Q1HB43|uniprotkb:Q53H23|uniprotkb:Q9UC56	intact:EBI-465548|uniprotkb:Q14660|uniprotkb:Q99897|uniprotkb:E7EPX7|uniprotkb:E9PDE9	psi-mi:grp75_human(display_long)|uniprotkb:HSPA9(gene name)|psi-mi:HSPA9(display_short)|uniprotkb:GRP75(gene name synonym)|uniprotkb:HSPA9B(gene name synonym)|uniprotkb:75 kDa glucose-regulated protein(gene name synonym)|uniprotkb:Heat shock 70 kDa protein 9(gene name synonym)|uniprotkb:Peptide-binding protein 74(gene name synonym)|uniprotkb:Mortalin(gene name synonym)|uniprotkb:mt-HSP70(gene name synonym)	psi-mi:itpr1_human(display_long)|uniprotkb:ITPR1(gene name)|psi-mi:ITPR1(display_short)|uniprotkb:INSP3R1(gene name synonym)|uniprotkb:Type 1 inositol 1,4,5-trisphosphate receptor(gene name synonym)|uniprotkb:IP3 receptor isoform 1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Tubbs et al. (2014)	pubmed:24947355|imex:IM-23850	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10637630|imex:IM-23850-1	intact-miscore:0.46
uniprotkb:P31749	uniprotkb:Q14643	intact:EBI-296087|uniprotkb:Q9BWB6|uniprotkb:B2RAM5|dip:DIP-24269N|uniprotkb:B7Z5R1	intact:EBI-465548|uniprotkb:Q14660|uniprotkb:Q99897|uniprotkb:E7EPX7|uniprotkb:E9PDE9	psi-mi:akt1_human(display_long)|uniprotkb:AKT1(gene name)|psi-mi:AKT1(display_short)|uniprotkb:PKB(gene name synonym)|uniprotkb:RAC(gene name synonym)|uniprotkb:RAC-PK-alpha(gene name synonym)|uniprotkb:Protein kinase B(gene name synonym)|uniprotkb:Proto-oncogene c-Akt(gene name synonym)|uniprotkb:Protein kinase B alpha(gene name synonym)	psi-mi:itpr1_human(display_long)|uniprotkb:ITPR1(gene name)|psi-mi:ITPR1(display_short)|uniprotkb:INSP3R1(gene name synonym)|uniprotkb:Type 1 inositol 1,4,5-trisphosphate receptor(gene name synonym)|uniprotkb:IP3 receptor isoform 1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Tubbs et al. (2014)	pubmed:24947355|imex:IM-23850	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10638019|imex:IM-23850-12	intact-miscore:0.59
